GISJOIN,STATE,STATEA,COUNTY,COUNTYA,TRACTA,pop_total_2010,housing_occupied_2010,housing_vacant_2010,housing_owner_occ_2010,housing_renter_occ_2010,age_under5_2010,age_5to9_2010,age_10to14_2010,age_15to17_2010,age_18to19_2010,age_20_2010,age_21_2010,age_22to24_2010,age_25to29_2010,age_30to34_2010,age_35to39_2010,age_40to44_2010,age_45to49_2010,age_50to54_2010,age_55to59_2010,age_60to61_2010,age_62to64_2010,age_65to69_2010,age_70to74_2010,age_75to79_2010,age_80to84_2010,age_85plus_2010,race_nhwhite_2010,race_nhblack_2010,race_nhaian_2010,race_nhapi_2010,race_nhother_2010,race_nhtwo_2010,race_hispwhite_2010,race_hispblack_2010,race_hispaian_2010,race_hispapi_2010,race_hispother_2010,race_hisptwo_2010,pop_total_2020,land_area_sqkm,density_perkm2,settlement_type
G3900610024800,Ohio,39,Hamilton County,061,024800,3453,1466,154,896,570,271,275,272,157,59,16,16,89,234,268,257,272,255,255,193,66,77,81,71,85,84,100,3211,55,7,57,9,52,48,3,0,0,9,2,3592.68,2.270194,1521.0153845882774,urban
G3900610024901,Ohio,39,Hamilton County,061,024901,1116,444,119,281,163,67,75,73,46,23,16,12,22,56,73,65,77,107,101,82,38,36,43,39,34,17,14,1042,10,0,5,0,8,18,1,0,0,28,4,1066.0,16.147622,69.11234360081008,rural
G3900610024902,Ohio,39,Hamilton County,061,024902,7858,2796,150,2510,286,461,629,700,477,178,62,42,166,242,375,426,583,775,708,607,248,306,315,235,162,97,64,7435,58,8,143,7,91,94,0,1,2,14,5,8106.0,13.979882,562.0934425626768,suburban
G3900610025001,Ohio,39,Hamilton County,061,025001,6338,2432,103,2102,330,339,420,514,311,106,34,52,143,304,345,383,430,505,485,459,191,226,271,222,195,196,207,6023,65,6,79,14,58,61,8,2,2,10,10,6252.1,5.903864,1073.5342142027662,urban
G3900610025002,Ohio,39,Hamilton County,061,025002,7333,2695,94,2459,236,479,617,597,355,137,47,52,175,372,419,483,538,607,617,517,200,242,310,205,158,95,111,6941,94,7,95,9,88,82,2,6,0,3,6,7258.0,8.39836,873.1466619673364,suburban
G3900610025101,Ohio,39,Hamilton County,061,025101,4667,1502,56,1456,46,318,470,462,255,101,24,30,120,108,160,309,420,460,430,336,102,129,148,112,86,52,35,4275,46,6,167,7,78,74,1,0,0,10,3,5026.9,6.512521,716.6195702094474,suburban
G3900610025102,Ohio,39,Hamilton County,061,025102,7469,2723,97,2168,555,494,611,594,411,156,66,58,235,381,425,499,532,599,602,483,143,215,304,241,196,110,114,6923,116,7,178,3,112,82,0,2,0,36,10,7542.0,5.162624,1446.7449111149679,urban
G3900610025103,Ohio,39,Hamilton County,061,025103,6712,2717,173,2059,658,346,475,540,324,134,42,39,178,298,307,378,468,526,545,457,167,226,276,198,207,229,352,6225,73,5,172,11,124,66,3,6,1,5,21,6743.0,6.284234,1068.0697122354134,urban
G3900610025104,Ohio,39,Hamilton County,061,025104,1843,652,41,626,26,72,129,147,126,45,11,11,38,41,35,62,108,192,199,218,77,90,94,53,50,19,26,1746,14,1,32,0,17,26,0,0,0,5,2,1980.0,15.921188,115.75769345855346,suburban
G3900610025200,Ohio,39,Hamilton County,061,025200,4389,1950,240,1115,835,280,240,278,170,119,59,39,181,426,332,282,296,338,330,246,82,123,163,163,113,64,65,3601,425,14,47,4,65,92,3,13,9,87,29,4285.2,1.468834,2988.084426150266,urban
G3900610025300,Ohio,39,Hamilton County,061,025300,2685,1190,199,570,620,198,146,140,87,59,39,34,141,275,232,184,187,198,203,160,51,59,96,74,49,44,29,2280,153,9,12,3,42,115,0,4,2,56,9,2580.0,1.629265,1647.9823724194653,urban
G3900610025401,Ohio,39,Hamilton County,061,025401,1644,763,113,270,493,101,77,72,55,41,15,21,94,199,142,103,107,127,120,100,37,44,55,42,48,24,20,1419,113,5,15,10,30,35,0,2,0,10,5,1535.0,1.055949,1556.8933726912946,urban
G3900610025402,Ohio,39,Hamilton County,061,025402,3012,1435,174,795,640,187,133,127,78,79,43,45,200,369,285,207,155,207,217,184,67,69,115,89,72,46,38,2731,89,4,14,5,49,41,7,0,0,59,13,2955.0,1.399395,2152.3586978658636,urban
G3900610025500,Ohio,39,Hamilton County,061,025500,4141,1671,322,739,932,299,245,260,148,107,58,61,235,366,301,280,244,314,335,254,71,75,139,99,95,76,79,3206,492,11,24,8,114,120,7,1,0,120,38,4085.68,1.271509,3256.7602746028538,urban
G3900610025600,Ohio,39,Hamilton County,061,025600,3334,1310,147,590,720,187,150,133,87,104,189,402,377,288,200,171,179,179,184,162,42,65,77,52,46,36,24,2931,174,9,40,7,78,61,0,8,3,19,4,3573.0,1.247926,2671.6327730971225,urban
G3900610025700,Ohio,39,Hamilton County,061,025700,2188,872,227,351,521,159,141,169,112,57,50,37,86,145,132,147,143,158,179,160,57,46,71,52,35,27,25,1682,317,6,26,2,76,48,9,1,0,19,2,2092.2,0.826921,2645.9601340394065,urban
G3900610025800,Ohio,39,Hamilton County,061,025800,4368,1869,259,1120,749,290,261,287,194,135,57,63,182,322,262,220,294,331,407,285,89,121,164,109,118,90,87,3457,684,12,33,9,88,39,1,1,3,29,12,4070.0,4.004021,1090.9033693879228,urban
G3900610026001,Ohio,39,Hamilton County,061,026001,4808,1666,77,1576,90,326,317,329,214,157,64,62,130,241,252,309,363,376,457,389,136,158,182,133,101,61,51,4704,6,3,35,2,23,34,0,0,0,1,0,5049.0,26.10153,184.20376123545248,suburban
G3900610026002,Ohio,39,Hamilton County,061,026002,4740,1918,217,1274,644,318,290,317,178,113,51,50,192,310,264,260,321,416,427,361,129,156,207,165,98,74,43,4588,14,6,7,3,52,38,1,0,0,23,8,8422.0,67.637242,70.07973506666637,rural
G3900610026101,Ohio,39,Hamilton County,061,026101,7840,3140,275,2041,1099,546,543,543,315,240,124,127,336,584,529,531,496,540,524,449,159,226,312,234,188,192,102,7595,27,18,39,11,63,45,0,1,2,33,6,8056.0,7.027847,1115.5621344630865,urban
G3900610026102,Ohio,39,Hamilton County,061,026102,3146,1296,157,1137,159,130,138,183,141,65,33,25,88,127,134,139,177,221,252,247,83,146,221,202,163,113,118,3059,10,3,7,5,22,23,1,1,0,13,2,2905.0,36.097458,87.15295132416249,rural
G3900610026200,Ohio,39,Hamilton County,061,026200,1683,599,84,413,186,132,127,146,76,58,25,22,64,99,97,98,143,133,107,114,24,38,60,42,41,23,14,1537,10,4,0,2,27,32,0,9,0,52,10,2255.0,25.192421,66.80580639709062,rural
G3900610026300,Ohio,39,Hamilton County,061,026300,1217,341,112,55,286,164,127,90,81,94,33,22,81,87,71,60,62,60,75,43,13,12,14,13,11,2,2,704,311,5,2,0,45,45,3,28,0,54,20,1070.0,4.964965,245.11753859292057,suburban
G3900610026400,Ohio,39,Hamilton County,061,026400,2519,1125,131,179,946,290,254,207,130,79,36,43,101,248,188,161,134,130,147,111,39,56,64,39,31,19,12,246,2186,6,9,4,33,13,8,1,1,11,1,2508.0,0.589981,4269.629021951555,urban
G3900610026500,Ohio,39,Hamilton County,061,026500,2159,1510,183,235,1275,97,44,21,16,58,39,36,159,303,197,141,127,164,167,182,68,88,99,56,41,27,29,1106,884,3,82,4,34,31,2,1,0,7,5,3196.0,1.879895,1148.4683985009801,urban
G3900610026600,Ohio,39,Hamilton County,061,026600,1518,727,139,429,298,86,76,67,31,25,15,18,83,164,135,110,92,98,111,141,52,46,64,43,31,21,9,1277,168,4,29,1,21,15,0,1,0,1,1,1476.0,2.589904,586.1221110898318,suburban
G3900610026700,Ohio,39,Hamilton County,061,026700,1676,694,430,191,503,151,143,125,85,58,29,34,81,133,100,74,101,116,127,100,35,24,32,36,33,32,27,103,1528,0,4,1,26,4,9,1,0,0,0,1645.0,1.195685,1401.7069713176963,urban
G3900610026800,Ohio,39,Hamilton County,061,026800,1481,979,182,364,615,32,18,14,12,7,4,8,220,303,134,87,80,55,87,98,37,66,82,46,40,32,19,1350,38,0,38,1,12,25,1,0,0,13,3,1578.0,0.614801,2408.909549594096,urban
G3900610026900,Ohio,39,Hamilton County,061,026900,2233,1119,569,174,945,213,137,106,101,77,54,42,107,141,123,121,130,168,195,150,45,61,87,75,38,46,16,214,1952,12,3,0,23,10,5,0,0,9,5,2366.0,0.946088,2360.2455585526927,urban
G3900610027000,Ohio,39,Hamilton County,061,027000,3518,1583,507,330,1253,297,269,270,168,112,55,43,162,238,215,178,187,264,301,224,73,64,112,68,72,79,67,127,3267,6,17,1,70,1,17,0,1,6,5,2649.0,1.776963,1979.7823590024102,urban
G3900610027100,Ohio,39,Hamilton County,061,027100,4216,2043,227,656,1387,230,204,184,142,95,38,55,127,227,213,214,247,318,391,344,137,186,214,200,166,150,134,548,3551,8,35,17,36,4,6,0,1,2,8,4271.0,3.010667,1400.3541407933856,urban
G3900610027200,Ohio,39,Hamilton County,061,027200,2368,936,408,286,650,185,172,185,109,89,35,34,107,143,171,147,151,172,175,181,62,57,76,48,34,19,16,864,1333,2,17,7,60,21,5,1,0,53,5,2181.0,1.393695,1699.0805018314625,urban
G3900610027300,Ohio,39,Hamilton County,061,027300,2676,943,67,854,89,152,255,291,178,54,6,6,43,44,66,139,252,262,273,227,57,78,74,54,70,45,50,2533,76,0,8,2,28,18,0,0,0,8,3,2768.17,7.385225,362.3450876581282,suburban
G3900610027400,Ohio,39,Hamilton County,061,027400,4194,1791,329,798,993,293,279,257,164,122,39,79,205,330,276,273,299,344,323,254,92,127,137,121,84,44,52,2747,1137,5,11,7,134,77,3,1,1,61,10,4337.04,3.882149,1080.3294773075427,urban
G3900630000100,Ohio,39,Hancock County,063,000100,4208,1811,200,1406,405,236,266,262,188,89,46,34,100,180,260,233,258,294,312,287,142,164,219,171,165,140,162,3722,109,3,18,8,90,163,2,0,0,75,18,4122.0,69.884661,60.2134994974076,rural
G3900630000200,Ohio,39,Hancock County,063,000200,5975,2300,197,1911,389,302,382,464,264,110,42,32,128,250,227,342,432,525,547,504,157,202,295,196,168,176,230,5652,33,4,135,1,26,88,1,0,0,28,7,6476.0,227.880164,26.21992144959137,rural
G3900630000300,Ohio,39,Hancock County,063,000300,8025,2921,214,2518,403,482,606,616,455,202,89,77,216,369,397,536,539,687,683,604,191,289,353,258,166,112,98,7522,26,11,69,6,88,193,4,4,0,76,26,8316.0,385.625915,20.810323393333146,rural
G3900630000400,Ohio,39,Hancock County,063,000400,7338,3044,211,2171,873,430,450,485,314,160,75,89,333,492,399,442,500,543,591,529,220,250,317,220,159,152,188,6649,91,19,120,6,118,189,6,6,0,95,39,7632.0,10.383044,706.7291634322266,suburban
G3900630000500,Ohio,39,Hancock County,063,000500,5106,2240,344,1130,1110,422,295,301,168,139,105,122,360,490,356,314,284,322,347,271,128,148,166,134,106,61,67,4287,160,12,152,4,84,209,3,10,1,125,59,4938.84,7.248302,704.4408469735395,suburban
G3900630000600,Ohio,39,Hancock County,063,000600,6875,3217,332,1903,1314,536,390,378,212,150,100,108,398,581,470,398,306,396,405,406,152,244,299,281,250,241,174,5850,197,23,222,1,94,266,18,4,0,147,53,6527.16,10.572014,650.301825177303,suburban
G3900630000700,Ohio,39,Hancock County,063,000700,6144,2530,162,1950,580,371,383,397,292,99,59,41,139,275,296,339,372,428,505,447,154,263,351,267,234,193,239,5600,41,5,207,9,89,124,9,1,1,38,20,6301.0,8.427132,729.073663495481,suburban
G3900630000800,Ohio,39,Hancock County,063,000800,3763,1571,247,844,727,295,265,271,164,91,44,44,186,336,288,249,248,257,281,215,80,103,101,96,67,41,41,3356,62,2,39,10,70,105,9,12,3,68,27,3546.0,2.651207,1419.3535246399094,urban
G3900630000900,Ohio,39,Hancock County,063,000900,6305,2154,366,1013,1141,339,288,313,170,792,438,354,500,521,347,315,293,339,331,254,115,127,148,129,81,67,44,5429,169,14,172,9,137,223,7,2,0,107,36,5384.0,6.85293,920.0444189565632,suburban
G3900630001000,Ohio,39,Hancock County,063,001000,6275,2644,255,1702,942,432,424,455,251,150,61,86,267,464,388,445,437,457,503,385,127,195,262,161,131,95,99,5714,105,11,58,9,58,175,5,1,0,111,28,6413.0,20.121236,311.85956966063117,suburban
G3900630001100,Ohio,39,Hancock County,063,001100,3963,1681,140,1262,419,249,232,272,156,68,27,33,126,275,257,234,290,300,312,268,133,128,161,172,111,89,70,3621,52,9,48,4,47,106,10,0,1,51,14,4141.0,13.780768,287.57468379120814,suburban
G3900630001200,Ohio,39,Hancock County,063,001200,5723,2145,164,1788,357,346,393,453,303,151,59,51,143,280,320,371,389,475,465,402,139,174,237,199,143,93,137,5564,24,4,10,0,43,52,0,0,0,15,11,5732.0,291.40403,19.639398947228013,rural
G3900630001300,Ohio,39,Hancock County,063,001300,5082,1939,145,1652,287,311,321,349,229,147,58,41,128,260,270,285,365,449,433,419,122,205,211,183,139,98,59,4922,15,10,19,1,39,47,0,0,0,22,7,5391.0,321.378854,15.813112582696558,rural
G3900650000100,Ohio,39,Hardin County,065,000100,3288,1276,156,1028,248,208,236,244,127,72,28,41,103,176,198,214,222,242,267,211,89,114,181,136,88,55,36,3215,11,2,1,1,24,24,0,0,0,4,6,3173.0,198.836571,16.536193434959205,rural
G3900650000200,Ohio,39,Hardin County,065,000200,4750,1999,221,1196,803,350,341,327,178,107,54,64,176,296,319,285,292,297,336,327,114,153,190,166,132,99,147,4471,49,7,18,1,70,54,2,4,0,65,9,4577.0,15.29414,310.5764691574681,suburban
G3900650000300,Ohio,39,Hardin County,065,000300,3750,1422,156,1206,216,225,260,285,209,87,42,26,93,193,200,227,268,278,323,269,101,142,165,128,91,72,66,3650,17,9,8,2,38,18,0,0,1,3,4,3620.0,272.969042,13.73782159516829,rural
G3900650000400,Ohio,39,Hardin County,065,000400,6651,2005,209,1023,982,268,300,264,148,894,638,565,915,400,281,266,239,259,249,236,109,134,146,113,91,55,81,6203,117,3,121,4,103,44,2,3,0,36,15,6009.0,31.122723,213.70238073320255,suburban
G3900650000500,Ohio,39,Hardin County,065,000500,4370,1696,225,1363,333,261,282,299,204,96,47,49,137,216,259,272,303,328,350,337,94,139,238,173,138,84,64,4261,14,9,6,2,52,17,0,0,1,6,2,4162.0,297.453347,14.691379485469364,rural
G3900650000600,Ohio,39,Hardin County,065,000600,4060,1589,215,974,615,328,275,248,169,111,52,55,161,256,233,240,258,305,228,255,99,132,179,126,119,101,130,3932,22,4,7,3,41,34,0,0,9,8,0,3857.0,22.088694,183.80443859650552,suburban
G3900650000700,Ohio,39,Hardin County,065,000700,5189,1775,156,1529,246,396,455,403,270,167,55,43,157,236,297,347,300,374,358,332,124,162,229,186,127,78,93,5042,25,10,22,6,48,25,0,1,0,6,4,5298.0,380.578214,13.634516662059905,rural
G3900670975600,Ohio,39,Harrison County,067,975600,3825,1524,249,1182,342,238,242,240,148,101,41,31,102,176,202,226,252,280,317,296,111,142,214,152,127,93,94,3716,25,5,5,1,50,14,0,2,0,4,3,3409.0,206.055267,18.562980969566773,rural
G3900670975700,Ohio,39,Harrison County,067,975700,3861,1537,494,1174,363,220,225,295,161,92,36,47,99,175,181,234,229,262,348,331,106,158,210,144,122,104,82,3802,4,2,3,6,34,9,0,0,0,0,1,3539.0,228.336061,16.909287052998607,rural
G3900670975800,Ohio,39,Harrison County,067,975800,2346,979,460,821,158,137,143,135,68,26,21,19,63,110,123,127,137,204,220,198,65,92,137,136,105,52,28,2301,2,5,2,0,28,6,0,1,0,1,0,2246.0,258.577971,9.072698617470396,rural
G3900670975900,Ohio,39,Harrison County,067,975900,2280,987,241,824,163,114,100,125,89,63,22,21,59,112,107,122,149,209,231,199,57,73,148,99,71,60,50,2239,11,0,2,0,18,9,0,0,0,1,0,2053.0,272.261658,8.374297052139452,rural
G3900670976000,Ohio,39,Harrison County,067,976000,3552,1499,200,929,570,225,236,191,140,79,54,51,128,183,188,200,198,201,271,308,109,138,190,147,111,110,94,3111,282,1,11,5,114,9,6,0,1,4,8,3236.0,76.821756,46.23690195261874,rural
G3900690000100,Ohio,39,Henry County,069,000100,4721,1743,133,1495,248,311,343,398,255,124,43,37,134,258,258,305,307,345,405,345,117,152,203,143,98,78,62,4532,12,18,15,2,36,87,0,0,0,15,4,4673.0,170.180274,27.74117051897566,rural
G3900690000200,Ohio,39,Henry County,069,000200,3830,1425,72,1271,154,223,257,271,194,97,28,33,93,182,239,216,261,294,381,291,80,115,169,134,114,84,74,3613,7,13,15,0,24,96,0,0,2,48,12,3755.0,213.777955,17.915785563576936,rural
G3900690000300,Ohio,39,Henry County,069,000300,5209,2087,186,1655,432,331,389,373,221,115,59,60,192,313,294,315,317,348,375,333,122,166,209,206,217,125,129,4760,34,8,20,1,36,181,4,7,0,118,40,5208.0,14.697867,354.4051664095205,suburban
G3900690000400,Ohio,39,Henry County,069,000400,3331,1438,195,753,685,227,195,185,120,85,28,43,143,251,176,208,175,219,246,217,77,93,135,131,113,89,175,2894,26,13,26,0,33,151,9,5,0,139,35,3410.0,35.406953,94.07756719421747,rural
G3900690000500,Ohio,39,Henry County,069,000500,3404,1293,122,1127,166,219,249,244,152,81,38,32,92,176,206,206,202,304,295,238,87,118,134,124,90,61,56,3167,4,2,7,3,22,117,0,2,0,68,12,3256.0,253.298456,13.4386922595375,rural
G3900690000600,Ohio,39,Henry County,069,000600,3569,1373,149,1115,258,261,248,258,164,101,29,32,118,195,207,225,221,219,261,257,103,93,147,118,111,106,95,3163,4,11,8,1,36,172,0,1,2,139,32,3388.0,172.209103,20.724804541836562,rural
G3900690000700,Ohio,39,Henry County,069,000700,4151,1575,172,1332,243,253,276,304,173,108,38,38,114,249,232,250,277,334,346,307,98,135,177,146,94,111,91,3732,16,8,12,3,18,192,1,1,0,138,30,3972.0,217.890839,19.05082388525752,rural
G3900710954400,Ohio,39,Highland County,071,954400,4177,1612,174,1109,503,326,317,310,168,109,40,32,115,247,281,282,269,267,321,267,115,128,164,147,121,93,58,4020,62,5,10,4,57,6,3,0,0,4,6,3981.0,90.366561,46.22285006508104,rural
G3900710954500,Ohio,39,Highland County,071,954500,3990,1457,269,876,581,305,323,276,182,117,39,50,133,219,247,257,257,240,287,254,103,135,168,124,104,75,95,3868,33,3,3,0,56,14,0,0,0,8,5,3932.0,89.98616,44.340151863353206,rural
G3900710954600,Ohio,39,Highland County,071,954600,5645,2070,207,1583,487,418,456,463,249,128,53,49,175,348,384,372,385,376,424,361,122,189,263,172,118,90,50,5480,23,16,4,0,69,40,3,4,0,0,6,5816.0,227.139684,24.85254844327423,rural
G3900710954700,Ohio,39,Highland County,071,954700,6394,2352,234,1827,525,381,484,523,306,165,64,78,219,377,372,429,517,536,490,347,117,193,268,240,148,85,55,6255,20,14,4,2,59,16,1,2,0,12,9,6222.0,213.29456,29.977323378524048,rural
G3900710954800,Ohio,39,Highland County,071,954800,4301,1783,238,930,853,333,315,314,155,114,69,40,199,298,246,271,229,225,262,204,107,131,172,191,159,122,145,3927,171,11,30,0,99,32,0,1,4,3,23,4261.0,16.227125,265.05003196807814,suburban
G3900710954900,Ohio,39,Highland County,071,954900,3707,1542,235,952,590,228,216,223,131,83,32,40,115,210,199,201,222,229,264,242,114,134,188,202,135,129,170,3302,236,13,26,12,87,15,0,3,0,0,13,3648.0,37.289921,99.4102401021445,rural
G3900710955000,Ohio,39,Highland County,071,955000,4212,1691,806,1292,399,262,248,304,159,93,47,38,101,216,228,248,275,288,341,321,140,172,247,173,154,86,71,4084,14,15,7,0,53,32,0,2,0,3,2,4326.0,89.95857,46.82155352180454,rural
G3900710955100,Ohio,39,Highland County,071,955100,6298,2357,370,1940,417,363,444,429,285,171,67,62,176,328,334,364,451,490,511,441,174,250,331,257,157,120,93,6131,28,19,10,6,77,22,0,0,1,2,2,6200.0,397.985849,15.824683254001828,rural
G3900710955200,Ohio,39,Highland County,071,955200,4865,1829,154,1501,328,291,323,372,210,144,64,50,150,268,262,326,360,367,374,316,141,169,245,160,116,81,76,4785,10,3,6,1,40,13,0,0,0,2,5,4931.0,270.231509,18.003081942602037,rural
G3900730964900,Ohio,39,Hocking County,073,964900,4377,1731,487,1464,267,252,240,320,171,106,39,49,111,181,216,278,326,393,340,345,141,186,259,202,112,75,35,4285,11,6,8,1,48,12,0,5,0,1,0,4338.0,187.714224,23.317359264154643,rural
G3900730965000,Ohio,39,Hocking County,073,965000,3879,1530,318,1155,375,203,278,295,169,120,35,35,90,199,215,238,290,334,301,279,103,137,235,138,84,61,40,3788,3,11,10,4,39,18,0,0,0,3,3,3629.0,235.954563,16.439605789696042,rural
G3900730965100,Ohio,39,Hocking County,073,965100,4296,1632,395,1346,286,211,252,320,217,117,42,38,118,191,217,284,326,348,407,333,128,155,209,161,115,65,42,4195,13,20,2,4,39,18,1,2,0,0,2,3925.0,345.284125,12.441927354754581,rural
G3900730965200,Ohio,39,Hocking County,073,965200,4373,1855,287,1146,709,275,314,281,164,111,57,40,165,264,254,293,247,304,326,270,118,145,219,212,109,100,105,4216,39,16,11,0,58,23,0,0,0,8,2,4329.0,51.271536,85.29098874666053,rural
G3900730965300,Ohio,39,Hocking County,073,965300,3680,1498,156,993,505,230,267,256,135,91,45,52,136,238,245,198,217,244,269,274,74,135,152,144,91,86,101,3590,14,12,2,2,37,13,1,0,0,6,3,3851.0,24.239837,151.8162023944303,suburban
G3900730965400,Ohio,39,Hocking County,073,965400,4489,1726,186,1103,623,329,324,335,180,129,44,51,153,273,284,270,279,315,322,222,120,151,199,164,127,120,98,4352,34,9,10,2,45,23,0,1,0,12,1,4480.0,55.427348,80.98890100244377,rural
G3900730965500,Ohio,39,Hocking County,073,965500,4286,1397,219,1138,259,233,285,292,177,103,44,43,109,220,233,251,284,315,340,324,171,231,252,175,107,62,35,4083,101,14,7,2,39,23,0,0,0,4,13,3498.0,191.330386,22.40104193382017,rural
G3900750976301,Ohio,39,Holmes County,075,976301,4617,1169,65,883,286,556,495,478,287,171,92,67,227,363,249,243,226,219,203,197,72,85,118,83,87,62,37,4545,11,2,6,0,12,22,0,1,0,15,3,4993.3,66.889565,69.02421924854795,rural
G3900750976302,Ohio,39,Holmes County,075,976302,5687,1464,77,1129,335,607,594,550,324,201,95,74,236,412,350,284,281,266,248,244,84,126,150,139,134,113,175,5655,7,3,3,0,8,8,0,2,0,1,0,6089.6,110.627025,51.406968595603104,rural
G3900750976400,Ohio,39,Holmes County,075,976400,8618,2315,80,1830,485,856,880,856,486,270,125,112,342,472,517,469,462,518,460,446,191,230,283,218,178,135,112,8462,42,2,10,0,37,44,3,0,0,8,10,8991.0,207.784562,41.47565111213604,rural
G3900750976500,Ohio,39,Holmes County,075,976500,5189,1882,282,1520,362,370,397,438,254,133,64,48,180,271,285,307,326,411,410,340,124,183,225,178,118,80,47,5053,17,1,15,11,36,37,0,3,0,14,2,5412.85,237.129651,21.88254390843767,rural
G3900750976600,Ohio,39,Holmes County,075,976600,4463,1714,342,1322,392,264,378,357,183,85,52,49,103,230,270,297,284,342,360,292,125,152,206,171,130,65,68,4383,10,5,7,2,35,19,0,0,0,2,0,4365.22,207.144471,21.54534938081934,rural
G3900750976700,Ohio,39,Holmes County,075,976700,4345,1688,163,1064,624,330,289,292,177,116,57,44,178,287,256,254,265,309,314,283,95,179,172,122,118,109,99,4166,25,6,14,2,47,43,0,1,0,39,2,4473.0,54.034891,80.41100702877331,rural
G3900750976801,Ohio,39,Holmes County,075,976801,4816,1142,42,891,251,520,536,557,319,185,87,86,220,289,267,252,239,229,219,174,67,85,143,124,106,51,61,4773,8,1,0,0,11,20,0,0,0,3,0,5147.64,98.335071,48.975405732914965,rural
G3900750976802,Ohio,39,Holmes County,075,976802,4631,1180,61,939,241,532,552,531,266,162,81,92,206,274,277,252,227,236,200,215,71,73,113,112,53,58,48,4570,3,2,13,1,15,26,0,0,0,1,0,4751.37,112.410549,41.19720116303319,rural
G3900770915400,Ohio,39,Huron County,077,915400,5163,1932,154,1585,347,299,340,444,261,122,48,43,137,233,274,374,392,416,467,363,139,192,234,160,115,63,47,4963,18,7,10,4,54,71,0,1,1,21,13,5130.28,157.685964,32.74229277629301,rural
G3900770915500,Ohio,39,Huron County,077,915500,6155,2440,216,1634,806,486,428,421,285,157,53,58,193,401,384,366,401,436,439,412,164,203,271,199,169,116,113,5610,80,20,22,0,108,177,8,1,1,105,23,6111.0,20.010929,307.58192185880023,suburban
G3900770915600,Ohio,39,Huron County,077,915600,4779,1940,193,1267,673,254,288,381,242,115,54,51,144,300,257,286,352,375,367,321,105,130,167,141,140,123,186,4479,55,8,26,2,59,85,3,2,0,42,18,5053.0,8.637502,553.2849659542771,suburban
G3900770915700,Ohio,39,Huron County,077,915700,4327,1656,174,974,682,335,313,334,202,92,41,50,180,272,272,271,281,285,275,302,83,127,165,124,108,107,108,3745,55,13,17,3,57,178,10,0,0,224,25,4272.0,9.944063,435.1340091067404,suburban
G3900770915800,Ohio,39,Huron County,077,915800,4735,1874,208,1118,756,370,353,303,198,132,50,65,215,324,307,271,283,291,338,299,115,143,213,162,127,108,68,4052,120,8,25,4,84,217,5,0,0,201,19,4519.0,18.55716,255.1575779914599,suburban
G3900770915900,Ohio,39,Huron County,077,915900,4190,1558,106,1229,329,277,295,322,202,83,33,26,142,224,263,265,280,352,371,304,96,134,170,125,87,78,61,4055,5,5,5,0,48,45,0,0,0,11,16,4010.0,232.189243,18.045624964632836,rural
G3900770916000,Ohio,39,Huron County,077,916000,4015,1623,204,1056,567,284,298,319,173,95,57,48,174,302,294,254,280,284,256,245,92,121,125,108,84,63,59,3746,29,11,13,0,70,98,1,1,0,31,15,4002.0,18.620212,215.625901574053,suburban
G3900770916100,Ohio,39,Huron County,077,916100,3625,1341,195,1181,160,197,234,266,179,86,47,25,90,168,195,206,254,299,328,304,107,141,187,140,82,52,38,3486,18,2,10,2,31,51,1,1,2,16,5,3447.0,200.831989,18.04991335319594,rural
G3900770916200,Ohio,39,Huron County,077,916200,4763,1655,238,986,669,415,394,387,246,161,75,56,178,279,302,297,286,364,322,271,101,136,185,104,104,65,35,3667,64,2,9,4,67,630,18,2,0,278,22,4568.0,72.282057,65.89463827793391,rural
G3900770916300,Ohio,39,Huron County,077,916300,3498,1474,200,902,572,243,208,220,137,88,43,40,107,218,196,204,194,228,250,234,89,118,157,152,134,111,127,2973,29,10,19,2,34,227,4,0,1,170,29,3465.0,28.270481,123.73330329965026,suburban
G3900770916400,Ohio,39,Huron County,077,916400,5114,1876,158,1438,438,366,397,443,277,117,61,53,143,295,318,339,312,377,353,308,110,164,217,172,144,84,64,4963,14,17,11,0,29,46,2,1,0,28,3,4962.0,157.523336,32.46503108593383,rural
G3900770916500,Ohio,39,Huron County,077,916500,4845,1769,135,1555,214,253,322,379,252,124,47,41,111,193,248,312,388,423,419,355,146,192,216,172,122,76,54,4674,21,10,6,0,51,51,0,2,0,28,2,4702.0,229.91063,21.073405783803906,rural
G3900770916600,Ohio,39,Huron County,077,916600,4417,1682,195,1256,426,274,306,364,201,110,55,31,111,222,280,304,282,358,325,325,131,142,175,156,96,94,75,4236,52,3,7,1,74,31,2,0,0,5,6,4313.0,118.502034,37.27362181817065,rural
G3900790957200,Ohio,39,Jackson County,079,957200,5037,2001,253,1334,667,348,391,354,201,123,75,60,198,305,329,313,306,307,356,350,123,157,196,189,133,116,107,4888,10,21,8,1,69,19,0,1,0,7,13,4858.0,50.222012,100.29466760511308,suburban
G3900790957300,Ohio,39,Jackson County,079,957300,3576,1406,200,989,417,258,222,238,151,77,55,34,117,229,202,229,230,282,285,297,101,100,161,108,87,49,64,3473,10,18,15,3,41,13,0,0,0,2,1,3504.0,77.102535,46.37979801831418,rural
